https://corp.rakuten.co.jp/innovation/rnn/2021/2106_003/,https://global.rakuten.com/corp/innovation/rnn/2021/2106_003/,1
https://corp.rakuten.co.jp/news/press/2018/0718_02.html,https://global.rakuten.com/corp/news/press/2018/0718_02.html,1
https://www.marubeni.com/jp/company/history/toyosatocho/,https://www.marubeni.com/en/company/history/toyosatocho/,1
https://corp.rakuten.co.jp/news/press/2013/1028_01.html, https://www.marubeni.com/en/sustainability/environment/water/index.html?id=anc_08,0
https://corp.rakuten.co.jp/disclaimer/, https://www.marubeni.com/en/sustainability/environment/tcfd/,0
https://corp.rakuten.co.jp/news/press/2019/0603_02.html,https://global.rakuten.com/corp/news/press/2019/0603_02.html,1
https://corp.rakuten.co.jp/news/assets/pdf/press/20190222_04_J.pdf,https://global.rakuten.com/corp/news/assets/pdf/press/20190222_04_E.pdf,1
https://www.marubeni.com/jp/news/2020/release/20200221J.pdf, https://global.rakuten.com/corp/news/press/2020/0303_03.html,0
https://www.marubeni.com/jp/ad-videos/scope/denki-marubeni/,https://www.marubeni.com/en/ad-videos/scope/denki-marubeni/,1
https://www.marubeni.com/jp/news/2017/release/00017.html,https://www.marubeni.com/en/news/2017/release/00017.html,1
https://corp.rakuten.co.jp/news/press/2018/0409_01.html,https://global.rakuten.com/corp/news/press/2018/0409_01.html,1
https://corp.rakuten.co.jp/innovation/rnn/2021/2108_007/,https://global.rakuten.com/corp/innovation/rnn/2021/2108_007/,1
https://corp.rakuten.co.jp/investors/assets/doc/documents/18Q1tanshin_J.pdf, https://www.marubeni.com/en/research/potomac/backnumber/34.html,0
https://corp.rakuten.co.jp/news/press/2014/1021_03.html,https://global.rakuten.com/corp/news/press/2014/1021_03.html,1
https://corp.rakuten.co.jp/news/press/2014/0829_01.html, https://global.rakuten.com/corp/news/press/2014/1028_01.html,0
http://corp.rakuten.co.jp/news/assets/pdf/press/20170601_J.pdf, https://global.rakuten.com/corp/news/press/2013/0116_01.html,0
https://corp.rakuten.co.jp/news/assets/pdf/press/20171214_02_J.pdf,http://global.rakuten.com/corp/news/assets/pdf/press/20171214_02_E.pdf,1
https://www.marubeni.com/jp/contact_form/form.php?category=current_customer, https://global.rakuten.com/corp/investors/faqs/form/,0
https://www.marubeni.com/jp/ir/dialogue/, https://global.rakuten.com/corp/news/press/2013/0703_01.html,0
https://corp.rakuten.co.jp/news/press/2016/0419_01.html,https://global.rakuten.com/corp/news/press/2016/0419_01.html,1
https://corp.rakuten.co.jp/news/press/2019/0909_01.html, https://global.rakuten.com/corp/innovation/rnn/2019/1910_024/,0
https://www.marubeni.com/jp/ir/reports/, https://global.rakuten.com/corp/news/update/2019/0508_01.html,0
https://corp.rakuten.co.jp/news/press/2014/0124_01.html,https://global.rakuten.com/corp/news/press/2014/0124_01.html,1
https://www.marubeni.com/jp/sustainability/environment/tcfd/, https://global.rakuten.com/corp/news/press/2016/0630_01.html,0
https://corp.rakuten.co.jp/news/press/2018/1001_02.html,https://global.rakuten.com/corp/news/press/2018/1001_02.html,1
https://www.marubeni.com/jp/news/2019/release/00004.html, https://www.marubeni.com/en/news/2021/release/00039.html,0
https://corp.rakuten.co.jp/news/assets/pdf/press/20190723_01_J.pdf,https://global.rakuten.com/corp/news/assets/pdf/press/20190723_01_E.pdf,1
https://corp.rakuten.co.jp/news/press/2013/0401_04.html, https://global.rakuten.com/corp/innovation/rnn/2018/0711/,0
https://corp.rakuten.co.jp/news/assets/pdf/press/20180201_03_J.pdf,http://global.rakuten.com/corp/news/assets/pdf/press/20180201_03_E.pdf,1
https://corp.rakuten.co.jp/news/assets/pdf/press/20181001_05_J.pdf, https://www.marubeni.com/en/privacy/,0
https://corp.rakuten.co.jp/innovation/rnn/2019/1906_007/, https://global.rakuten.com/corp/news/press/2019/0402_01.html,0
https://corp.rakuten.co.jp/news/press/2013/1119_01.html,https://global.rakuten.com/corp/news/press/2013/1119_01.html,1
https://www.marubeni.com/jp/sustainability/report/,https://www.marubeni.com/en/sustainability/report/,1
https://www.marubeni.com/jp/news/2014/, https://www.marubeni.com/en/news/2019/release/20190515E.pdf,0
https://www.marubeni.com/jp/news/2019/release/20190318_J.pdf, https://www.marubeni.com/en/ir/news/2016/,0
https://corp.rakuten.co.jp/news/assets/pdf/press/20190222_05_J.pdf,https://global.rakuten.com/corp/news/assets/pdf/press/20190222_05_E.pdf,1
https://corp.rakuten.co.jp/news/press/2013/0424_01.html, https://global.rakuten.com/corp/news/press/2017/0426_01.html,0
http://corp.rakuten.co.jp/investors/assets/doc/documents/13Q1tanshin_J.pdf,https://global.rakuten.com/corp/investors/assets/doc/documents/13Q1tanshin_E.pdf,1
https://www.marubeni.com/jp/news/2020/release/20200205J.pdf,https://www.marubeni.com/en/news/2020/release/20200205E.pdf,1
